Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
4;1107304;Поступление зарплаты на счет;Ремонт;1;0.36;мужской;0;0;4;менеджер среднего звена;>250;1;179;34;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1107324;Форма банка (без печати работодателя);Покупка автомобиля;1;0.58;женский;0;0;4;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1107344;Поступление зарплаты на счет;Покупка автомобиля;1;0.44;мужской;1;0;4;менеджер среднего звена;>250;0;11;28;Торговля;ООО;женат / замужем;2;0;0;0;0;0.0294117647;0;1;1;0;0.4;2;3;33;5;2;0;1;79;1;0;0;0;0;0;0
4;1107364;Поступление зарплаты на счет;Ремонт;1;0.19;мужской;0;0;2;рабочий;>250;0;23;27;Другое;ООО;холост / не замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
4;1107384;2НДФЛ;Ремонт;1;0.46;мужской;0;0;2;рабочий;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1107404;Свободная форма с печатью работодателя;Ремонт;1;0.17;мужской;0;0;5;менеджер среднего звена;< 50;0;63;28;Информационные технологии;ООО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;1;1;0;17;1;0;0;31;31;0;0;0;0;0;0;0
4;1107424;Форма банка (без печати работодателя);Ремонт;0;0.37;женский;1;0;4;менеджер среднего звена;< 50;0;140;35;Информационные технологии;ООО;холост / не замужем;1;0;0;0;0;0.02;0;0;0;0;0.6666666667;4;2;147;6;2;0;14;55;1;0;0;0;0;0;0
4;1107444;2НДФЛ;Отпуск;1;0.43;женский;0;0;3;вспомогательный персонал;>250;0;80;31;Торговля;ООО;холост / не замужем;1;1;1;0;0;0;0;0;0;0;0.6;3;2;43;5;1;0;5;49;0;0;0;0;0;0;0
4;1107464;2НДФЛ;Ремонт;1;0.28;женский;0;0;4;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1107484;2НДФЛ;Ремонт;1;0.58;женский;1;0;4;менеджер среднего звена;>250;3;12;45;Торговля;ЗАО;женат / замужем;0;0;0;0;0;0.0283018868;0;0;0;0;0.8;4;1;103;5;2;1;22;31;1;0;0;0;0;0;0
4;1107504;Поступление зарплаты на счет;Другое;1;0.47;мужской;0;0;4;специалист;>250;0;28;26;Информационные технологии;ООО;холост / не замужем;1;1;1;0;0;0;0;0;0;0;0.5;1;1;27;2;0;1;4;25;0;0;0;0;0;0;0
4;1107524;Поступление зарплаты на счет;Ремонт;0;0.33;женский;0;0;4;специалист;>250;0;60;33;Торговля;ООО;холост / не замужем;1;1;0;0;0;0.0287769784;1;0;0;0;0.75;3;1;135;4;1;1;24;71;1;0;0;0;0;0;0
4;1107544;Форма банка (без печати работодателя);Покупка бытовой техники;0;0.5;мужской;2;0;4;менеджер высшего звена;< 50;0;54;37;Торговля;ООО;женат / замужем;1;1;0;0;0;0;1;0;0;0;0.25;2;2;132;4;1;1;29;76;0;0;0;0;0;0;0
4;1107564;Форма банка (без печати работодателя);Ремонт;1;0.38;женский;0;0;4;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1107584;Форма банка (без печати работодателя);Ремонт;1;0.51;мужской;1;0;2;менеджер среднего звена;< 50;0;27;28;Торговля;ООО;женат / замужем;0;0;0;0;0;0;1;0;0;0;0.75;3;1;47;4;2;0;12;33;0;0;0;0;0;0;0
4;1107604;Форма банка (без печати работодателя);Ремонт;1;0.38;женский;0;0;3;менеджер по продажам;< 50;0;40;32;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1107624;Поступление зарплаты на счет;Покупка автомобиля;1;0.49;женский;2;0;2;специалист;>250;1;28;31;Торговля;ООО;разведен / разведена;2;2;1;0;0;0;0;0;0;0;0.6666666667;4;2;81;6;2;0;9;26;0;0;0;0;0;0;0
4;1107644;Форма банка (без печати работодателя);Ремонт;0;0.48;мужской;0;0;4;специалист;< 50;0;7;35;Другое;ООО;женат / замужем;0;0;0;0;0;0.2347266881;1;1;0;0;0.1666666667;5;19;238;24;2;5;5;111;1;0;0;0;0;0;0
4;1107664;2НДФЛ;Покупка автомобиля;1;0.31;мужской;0;0;3;рабочий;>250;0;61;35;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1107684;Поступление зарплаты на счет;Покупка автомобиля;1;0.29;мужской;1;0;3;торговый представитель;>250;0;16;32;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1107704;2НДФЛ;Покупка автомобиля;1;0.52;женский;1;0;4;специалист;>250;3;13;29;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1107724;Форма банка (без печати работодателя);Ремонт;1;0.09;мужской;0;0;2;вспомогательный персонал;>250;0;61;30;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1107744;Форма банка (без печати работодателя);Отпуск;1;0.24;женский;0;0;4;специалист;>250;0;39;30;Другое;ООО;гражданский брак;2;1;1;1;1;0;0;1;1;0;0.5;1;1;17;2;0;1;2;15;0;0;0;0;0;0;0
4;1107764;Поступление зарплаты на счет;Другое;1;0.16;женский;0;0;2;рабочий;>250;0;329;50;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1107784;Поступление зарплаты на счет;Покупка автомобиля;0;0.44;мужской;1;0;2;рабочий;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1107804;Форма банка (без печати работодателя);Ремонт;0;0.47;мужской;0;0;2;вспомогательный персонал;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1107824;2НДФЛ;Ремонт;0;0.36;мужской;0;0;4;менеджер высшего звена;>250;0;37;38;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1107844;2НДФЛ;Ремонт;1;0.49;женский;2;0;2;вспомогательный персонал;>250;0;10;41;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1107864;Форма банка (без печати работодателя);Ремонт;0;0.34;женский;1;0;4;менеджер среднего звена;< 50;0;50;41;Другое;ООО;холост / не замужем;1;1;1;0;0;0.0201005025;1;0;0;0;0.5;3;1;195;4;1;0;18;92;1;0;0;0;0;0;0
4;1107884;2НДФЛ;Ремонт;0;0.49;мужской;2;0;4;рабочий;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1107904;Форма банка (без печати работодателя);Отпуск;0;0.43;мужской;0;0;4;менеджер высшего звена;< 50;0;50;28;Торговля;ООО;холост / не замужем;1;1;0;0;0;0;1;0;0;0;1;4;0;80;4;2;0;17;20;0;0;0;0;0;0;0
4;1107924;2НДФЛ;Ремонт;1;0.59;женский;0;0;4;специалист;< 50;0;21;42;Другое;ООО;холост / не замужем;1;1;0;0;0;0.0163043478;0;1;1;1;0.2857142857;2;5;181;7;1;0;0;91;1;0;0;0;0;0;0
4;1107944;2НДФЛ;Покупка недвижимости/ строительство;0;0.09;мужской;1;0;2;менеджер среднего звена;>250;0;194;50;Другое;ОАО;женат / замужем;0;0;0;0;0;0;1;0;0;0;0;0;5;31;5;0;1;31;101;0;0;0;0;0;0;0
4;1107964;2НДФЛ;Ремонт;1;0.34;женский;2;0;4;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1107984;2НДФЛ;Ремонт;1;0.13;мужской;0;0;4;рабочий;>250;0;47;45;Торговля;ЗАО;женат / замужем;4;4;1;1;1;;;;;;;;;;;;;;;;;;;;;
4;1108004;Поступление зарплаты на счет;Ремонт;0;0.47;мужской;0;0;4;вспомогательный персонал;>250;0;70;29;Торговля;ООО;женат / замужем;0;0;0;0;0;0.0294117647;0;0;0;0;0.2;1;4;33;5;1;4;5;30;1;0;0;0;0;0;0
4;1108024;Форма банка (без печати работодателя);Ремонт;0;0.37;женский;1;0;4;специалист;>250;0;92;35;Торговля;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0.5;3;3;71;6;1;0;15;37;0;0;0;0;0;0;0
4;1108044;2НДФЛ;Покупка недвижимости/ строительство;1;0.53;мужской;0;0;4;менеджер среднего звена;>250;0;123;54;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1108064;Форма банка (без печати работодателя);Ремонт;1;0.29;мужской;0;0;4;специалист;>250;0;22;33;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1108084;Поступление зарплаты на счет;Ремонт;1;0.44;мужской;1;0;2;вспомогательный персонал;>250;0;30;32;Торговля;ООО;холост / не замужем;2;2;2;2;2;0.0352112676;0;1;0;0;0.5;4;4;137;8;3;0;5;85;1;0;0;0;0;0;0
4;1108104;Поступление зарплаты на счет;Обучение;1;0.59;женский;0;0;4;специалист;>250;0;42;35;Туризм;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1108124;Поступление зарплаты на счет;Ремонт;0;0.38;мужской;0;0;4;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1108144;Поступление зарплаты на счет;Покупка автомобиля;1;0.43;мужской;2;0;2;рабочий;>250;0;268;43;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1108164;Поступление зарплаты на счет;Отпуск;1;0.33;женский;1;0;4;менеджер высшего звена;>250;1;198;45;Другое;ОАО;женат / замужем;2;1;1;1;1;0.0120481928;1;0;0;0;0.6666666667;3;0;82;3;2;0;20;42;1;0;0;0;0;0;0
4;1108184;Форма банка (без печати работодателя);Ремонт;1;0.57;женский;0;0;4;специалист;>250;0;55;42;Торговля;ООО;гражданский брак;0;0;0;0;0;0.0638297872;0;0;0;0;0.6666666667;4;2;88;6;2;0;6;85;1;1;1;1;0;0;0
4;1108204;Поступление зарплаты на счет;Покупка бытовой техники;1;0.49;мужской;0;0;4;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1108224;Форма банка (без печати работодателя);Отпуск;0;0.17;женский;1;0;2;специалист;>250;0;59;46;Другое;ОАО;женат / замужем;2;2;2;2;1;0;0;0;0;0;0.3333333333;1;2;32;3;1;1;11;40;0;0;0;0;0;0;0
4;1108244;2НДФЛ;Покупка недвижимости/ строительство;1;0.59;мужской;0;0;5;менеджер среднего звена;>250;0;7;53;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1108264;2НДФЛ;Покупка недвижимости/ строительство;1;0.34;мужской;1;0;1;специалист;>250;3;233;42;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1108284;Свободная форма с печатью работодателя;Покупка автомобиля;0;0.47;женский;0;0;2;специалист;< 50;1;20;27;Другое;ООО;холост / не замужем;4;2;2;1;1;0;0;1;0;0;0.3333333333;1;2;23;3;1;0;5;19;0;0;0;0;0;0;0
4;1108304;Поступление зарплаты на счет;Лечение;1;0.28;женский;0;0;4;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1108324;Форма банка (без печати работодателя);Покупка автомобиля;1;0.48;женский;0;0;2;менеджер среднего звена;>250;0;96;46;Торговля;ООО;разведен / разведена;0;0;0;0;0;0.0136986301;0;1;1;1;0.4285714286;3;4;72;7;2;1;1;58;1;0;0;0;0;0;0
4;1108344;Поступление зарплаты на счет;Ремонт;1;0.59;женский;0;0;4;специалист;>250;0;21;49;Торговля;ООО;холост / не замужем;5;3;3;1;1;0.0175438596;0;0;0;0;0.2;1;4;56;5;0;0;15;92;1;0;0;0;0;0;0
4;1108364;Поступление зарплаты на счет;Ремонт;0;0.4;мужской;0;0;4;менеджер среднего звена;>250;0;59;32;Торговля;ООО;гражданский брак;1;1;0;0;0;0;0;0;0;0;0.2;1;4;41;5;0;4;8;98;0;0;0;0;0;0;0
4;1108384;2НДФЛ;Ремонт;0;0.59;мужской;0;0;4;рабочий;>250;0;69;46;Торговля;ООО;женат / замужем;1;1;0;0;0;0;0;1;1;1;0.5833333333;7;5;172;12;4;3;0;48;0;0;0;0;0;0;0
4;1108404;Форма банка (без печати работодателя);Покупка автомобиля;1;0.14;мужской;1;0;4;менеджер высшего звена;< 50;0;44;36;Другое;ООО;женат / замужем;1;1;1;1;1;0;0;0;0;0;0;0;4;87;4;0;2;9;57;0;0;0;0;0;0;0
4;1108424;Поступление зарплаты на счет;Ремонт;1;0.57;женский;2;0;2;вспомогательный персонал;>250;0;15;36;Другое;ОАО;холост / не замужем;0;0;0;0;0;0.0301204819;1;0;0;0;0.1666666667;2;10;161;12;2;0;6;71;1;0;0;0;0;0;0
4;1108444;Поступление зарплаты на счет;Покупка автомобиля;1;0.4;мужской;2;0;2;специалист;>250;0;6;39;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1108464;Поступление зарплаты на счет;Ремонт;0;0.38;мужской;0;0;4;специалист;>250;1;103;47;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1108484;Поступление зарплаты на счет;Ремонт;1;0.49;женский;0;0;2;менеджер среднего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1108504;Форма банка (без печати работодателя);Ремонт;1;0.34;мужской;1;0;4;менеджер по продажам;>250;0;33;40;Другое;ЗАО;разведен / разведена;0;0;0;0;0;0.025210084;0;0;0;0;0.3333333333;1;2;116;3;0;2;15;90;1;0;0;0;0;0;0
4;1108524;Свободная форма с печатью работодателя;Ремонт;0;0.46;мужской;0;0;4;менеджер среднего звена;< 50;3;32;31;Торговля;ООО;женат / замужем;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1108544;Поступление зарплаты на счет;Покупка автомобиля;1;0.38;мужской;1;0;4;менеджер по продажам;>250;0;27;33;Информационные технологии;ОАО;женат / замужем;1;1;0;0;0;0.04;1;0;0;0;0.3333333333;3;6;120;9;2;1;26;75;1;0;0;0;0;0;0
4;1108564;2НДФЛ;Ремонт;1;0.1;мужской;1;0;4;специалист;>250;0;207;34;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1108584;Форма банка (без печати работодателя);Ремонт;1;0.28;мужской;0;0;4;менеджер высшего звена;< 50;0;135;57;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1108604;2НДФЛ;Ремонт;0;0.24;женский;2;0;4;специалист;>250;0;7;40;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1108624;Поступление зарплаты на счет;Ремонт;1;0.52;мужской;0;0;4;специалист;>250;1;10;55;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1108644;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.38;мужской;2;0;4;менеджер среднего звена;>250;0;20;46;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1108664;Форма банка (без печати работодателя);Ремонт;1;0.49;женский;2;0;2;менеджер среднего звена;>250;0;146;37;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1108684;Форма банка (без печати работодателя);Ремонт;1;0.39;мужской;1;0;2;рабочий;>250;0;68;33;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1108704;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.47;мужской;0;0;2;специалист;>250;0;33;23;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1108724;Форма банка (без печати работодателя);Отпуск;1;0.39;женский;1;0;2;рабочий;>250;0;55;43;Торговля;ЗАО;разведен / разведена;1;0;0;0;0;0;0;0;0;0;0.4;2;3;85;5;0;2;10;88;0;0;0;0;0;0;0
4;1108744;Свободная форма с печатью работодателя;Покупка автомобиля;0;0.3;мужской;0;0;2;менеджер высшего звена;< 50;0;65;34;Другое;Иная форма;разведен / разведена;1;1;0;0;0;0.0192307692;1;0;0;0;0;0;5;51;5;0;3;15;104;1;0;0;0;0;0;0
4;1108764;2НДФЛ;Покупка бытовой техники;1;0.41;мужской;1;0;2;специалист;>250;0;111;30;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1108784;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.49;женский;1;0;4;менеджер среднего звена;>250;0;10;45;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1108804;Форма банка (без печати работодателя);Покупка автомобиля;0;0.26;мужской;0;0;4;специалист;>250;0;28;25;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1108824;Свободная форма с печатью работодателя;Ремонт;1;0.23;женский;0;0;4;менеджер по продажам;< 50;0;8;33;Торговля;ООО;женат / замужем;0;0;0;0;0;0.2285714286;0;0;0;0;0;0;3;27;3;0;1;10;20;1;1;0;0;0;0;0
4;1108844;Поступление зарплаты на счет;Ремонт;0;0.25;женский;0;0;4;специалист;>250;1;122;36;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1108864;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.23;женский;1;0;2;вспомогательный персонал;< 50;0;57;26;Торговля;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0;0;1;30;1;0;1;29;29;0;0;0;0;0;0;0
4;1108884;2НДФЛ;Покупка недвижимости/ строительство;1;0.59;мужской;0;0;4;менеджер среднего звена;< 50;0;51;38;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1108904;Поступление зарплаты на счет;Покупка автомобиля;0;0.35;мужской;0;0;4;специалист;>250;0;24;25;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1108924;Поступление зарплаты на счет;Ремонт;1;0.18;мужской;0;0;2;рабочий;>250;1;48;27;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1108944;Свободная форма с печатью работодателя;Ремонт;0;0.42;женский;0;0;1;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1108964;2НДФЛ;Покупка недвижимости/ строительство;0;0.53;женский;0;0;4;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1108984;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.38;женский;2;0;2;рабочий;< 50;1;35;36;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1109004;2НДФЛ;Покупка мебели;1;0.15;мужской;2;0;2;рабочий;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1109024;Форма банка (без печати работодателя);Покупка автомобиля;1;0.24;мужской;0;0;4;рабочий;>250;0;88;34;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1109044;Форма банка (без печати работодателя);Ремонт;0;0.44;мужской;0;0;4;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1109064;Свободная форма с печатью работодателя;Покупка автомобиля;1;0.29;женский;0;0;4;менеджер среднего звена;< 50;1;12;28;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1109084;Форма банка (без печати работодателя);Ремонт;1;0.58;мужской;0;0;4;менеджер высшего звена;>250;0;27;42;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1109104;Форма банка (без печати работодателя);Покупка автомобиля;1;0.26;мужской;0;0;4;специалист;>250;0;41;29;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1109124;Поступление зарплаты на счет;Ремонт;1;0.52;мужской;0;0;5;специалист;>250;0;46;35;Другое;ООО;женат / замужем;1;0;0;0;0;0.0265486726;0;0;0;0;0.375;3;5;110;8;1;1;11;68;1;0;0;0;0;0;0
4;1109144;Поступление зарплаты на счет;Отпуск;1;0.14;женский;1;0;4;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1109164;Форма банка (без печати работодателя);Другое;0;0.3;женский;0;0;2;менеджер среднего звена;< 50;0;52;42;Другое;ООО;женат / замужем;1;0;0;0;0;0;0;0;0;0;1;2;0;25;2;0;0;8;15;0;0;0;0;0;0;0
4;1109184;2НДФЛ;Ремонт;0;0.21;женский;0;0;2;рабочий;>250;0;27;50;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1109204;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;0;0.3;мужской;0;0;4;менеджер среднего звена;< 50;0;134;47;Другое;ООО;женат / замужем;3;3;3;3;3;0.0216216216;1;0;0;0;0.75;6;2;181;8;2;0;8;39;1;0;0;0;0;0;0
4;1109224;Свободная форма с печатью работодателя;Ремонт;0;0.55;мужской;1;0;5;менеджер среднего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1109244;Форма банка (без печати работодателя);Покупка мебели;1;0.52;женский;1;0;4;специалист;< 50;0;110;40;Другое;ООО;холост / не замужем;1;0;0;0;0;0.0625;1;0;0;0;0.5;2;2;30;4;1;0;6;94;1;0;0;0;0;0;0
4;1109264;Поступление зарплаты на счет;Ремонт;0;0.25;мужской;0;0;4;менеджер среднего звена;>250;0;62;43;Информационные технологии;ООО;женат / замужем;3;3;3;3;3;0;1;0;0;0;0.3333333333;1;2;43;3;0;0;27;84;0;0;0;0;0;0;0
4;1109284;2НДФЛ;Ремонт;0;0.42;женский;0;0;4;специалист;>250;3;11;27;Торговля;ООО;женат / замужем;6;5;5;4;4;0.25;0;0;0;0;0.5;1;1;3;2;0;0;21;22;1;0;0;0;0;0;0
4;1109304;Форма банка (без печати работодателя);Ремонт;1;0.15;мужской;0;0;4;менеджер высшего звена;>250;0;19;53;Торговля;ООО;холост / не замужем;1;0;0;0;0;0;0;0;0;0;1;1;0;91;1;0;0;91;91;0;0;0;0;0;0;0
4;1109324;Поступление зарплаты на счет;Ремонт;1;0.23;женский;0;0;2;вспомогательный персонал;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1109344;Поступление зарплаты на счет;Покупка автомобиля;1;0.37;мужской;0;0;2;рабочий;>250;0;79;53;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1109364;Поступление зарплаты на счет;Покупка автомобиля;1;0.21;мужской;2;0;2;вспомогательный персонал;>250;0;31;39;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1109384;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.56;женский;0;0;4;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1109404;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.33;мужской;0;0;1;рабочий;>250;1;377;53;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1109424;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.12;мужской;0;0;4;менеджер высшего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1109444;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.19;мужской;0;0;4;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1109464;Поступление зарплаты на счет;Ремонт;1;0.3;мужской;1;0;4;менеджер среднего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1109484;Форма банка (без печати работодателя);Покупка автомобиля;1;0.42;мужской;1;0;4;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1109504;2НДФЛ;Другое;0;0.44;мужской;2;0;4;рабочий;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1109524;Форма банка (без печати работодателя);Ремонт;1;0.05;женский;1;0;2;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1109544;2НДФЛ;Лечение;0;0.53;женский;1;0;4;специалист;>250;3;58;41;Юридические услуги;ЗАО;холост / не замужем;2;1;1;0;0;0.0378787879;0;0;0;0;0.3333333333;5;10;381;15;3;0;16;118;1;0;0;0;0;0;0
4;1109564;Поступление зарплаты на счет;Покупка автомобиля;1;0.23;мужской;3;0;2;рабочий;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1109584;Форма банка (без печати работодателя);Покупка земли;1;0.49;мужской;1;0;4;менеджер среднего звена;< 50;0;30;44;Другое;ООО;повторный брак;2;2;2;1;1;0;1;0;0;0;0.6666666667;3;0;37;3;2;0;6;61;0;0;0;0;0;0;0
4;1109604;Форма банка (без печати работодателя);Другое;1;0.46;женский;1;0;4;специалист;>250;0;34;32;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1109624;Форма банка (без печати работодателя);Ремонт;1;0.2;женский;0;0;4;менеджер высшего звена;< 50;0;99;50;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1109644;Поступление зарплаты на счет;Ремонт;0;0.47;мужской;1;0;4;менеджер среднего звена;>250;0;38;34;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1109664;2НДФЛ;Ремонт;0;0.4;мужской;2;0;2;рабочий;>250;3;9;32;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1109684;Свободная форма с печатью работодателя;Ремонт;1;0.23;мужской;0;0;1;рабочий;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1109704;Форма банка (без печати работодателя);Ремонт;0;0.19;мужской;2;0;4;менеджер высшего звена;< 50;0;11;43;Другое;ЗАО;повторный брак;1;1;1;1;1;0;1;0;0;0;0;0;3;54;3;0;3;8;69;0;0;0;0;0;0;0
4;1109724;Поступление зарплаты на счет;Покупка автомобиля;1;0.51;женский;0;0;4;вспомогательный персонал;>250;0;50;26;Торговля;ООО;женат / замужем;0;0;0;0;0;0.0277777778;0;0;0;0;0;0;1;35;1;0;1;42;42;1;0;0;0;0;0;0
4;1109744;2НДФЛ;Ремонт;1;0.36;мужской;1;0;1;рабочий;< 50;0;27;31;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1109764;Поступление зарплаты на счет;Ремонт;0;0.11;женский;3;0;4;специалист;>250;0;131;34;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1109784;2НДФЛ;Покупка автомобиля;0;0.42;мужской;0;0;4;менеджер по продажам;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1109804;2НДФЛ;Ремонт;1;0.47;женский;1;0;4;специалист;>250;0;13;36;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1109824;Форма банка (без печати работодателя);Ремонт;1;0.31;мужской;0;0;4;менеджер среднего звена;>250;0;139;35;Другое;ОАО;холост / не замужем;5;1;1;1;1;0;1;1;1;0;0.4444444444;5;4;207;9;3;1;2;108;0;0;0;0;0;0;0
4;1109844;Поступление зарплаты на счет;Ремонт;1;0.47;мужской;0;0;4;торговый представитель;>250;0;6;30;Другое;ООО;холост / не замужем;0;0;0;0;0;0.0934579439;0;0;0;0;0.3333333333;3;6;194;9;1;0;12;100;1;0;0;0;0;0;0
4;1109864;Форма банка (без печати работодателя);Ремонт;0;0.22;женский;0;0;2;рабочий;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1109884;Свободная форма с печатью работодателя;Покупка бытовой техники;0;0.14;мужской;1;0;4;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
